tick,completed_cumulative,completed_now,total_energy,dead_agents,latency_ms
293,25,0,3541.975000000002,1,1.8353000050410628
294,25,0,3544.075000000002,1,3.318200004287064
295,25,0,3546.175000000002,1,3.9972999948076904
296,25,0,3551.2000000000025,1,2.6667000201996416
297,25,0,3556.2250000000026,1,2.790900005493313
298,25,0,3558.325000000002,1,2.126300008967519
299,25,0,3560.425000000002,1,2.2000000171829015
300,25,0,3562.5250000000024,1,2.602200023829937
301,25,0,3564.625000000002,1,2.4230999988503754
302,25,0,3566.7250000000026,1,2.3945000139065087
303,25,0,3568.8250000000025,1,2.0657999848481268
304,25,0,3570.925000000002,1,2.5437999865971506
305,25,0,3574.175000000002,1,2.6753999991342425
306,25,0,3578.5750000000016,1,2.0246999920345843
307,25,0,3582.8250000000016,1,1.9923000072594732
308,25,0,3585.925000000002,1,1.7239000007975847
309,25,0,3589.025000000002,1,2.5277999811805785
310,25,0,3592.1250000000014,1,2.03569998848252
311,25,0,3595.2250000000017,1,1.9953000009991229
312,25,0,3598.325000000002,1,2.0201999868731946
313,25,0,3601.425000000002,1,2.0887999853584915
314,25,0,3604.675000000002,1,2.1462999866344035
315,25,0,3610.850000000002,1,2.570000011473894
316,25,0,3618.175000000002,1,2.0948000019416213
317,25,0,3622.575000000002,1,1.6309000202454627
318,25,0,3625.825000000002,1,2.570099983131513
319,25,0,3629.075000000002,1,2.1160999895073473
320,25,0,3635.250000000002,1,2.034700009971857
321,25,0,3641.425000000002,1,2.3193999950308353
322,25,0,3644.6750000000015,1,2.5409999943803996
323,25,0,3650.8500000000026,1,2.3062000109348446
324,25,0,3657.0250000000024,1,2.663799998117611
325,25,0,3660.275000000002,1,2.6707000215537846
326,25,0,3663.525000000002,1,2.4098000139929354
327,25,0,3669.7000000000016,1,14.253800007281825
328,25,0,3677.0250000000015,1,1.6508999979123473
329,25,0,3681.425000000002,1,2.346099994610995
330,25,0,3685.825000000002,1,1.9997000053990632
331,25,0,3692.0000000000023,1,1.8201999773737043
332,25,0,3698.175000000002,1,2.5686000008136034
333,26,1,3702.575000000001,1,2.0533000060822815
334,26,0,3706.8250000000016,1,3.3965999900829047
335,26,0,3709.9250000000015,1,2.417100011371076
336,26,0,3714.175000000001,1,2.3432999732904136
337,26,0,3717.4250000000015,1,2.4408000172115862
338,26,0,3720.5250000000015,1,2.6553999923635274
339,26,0,3723.625000000002,1,2.7815999928861856
340,26,0,3725.7250000000017,1,1.9976000185124576
341,26,0,3730.750000000002,1,2.0342999778222293
342,26,0,3737.7750000000015,1,1.9972000154666603
343,26,0,3740.8750000000014,1,2.2465999936684966
344,26,0,3746.9000000000015,1,2.0755000005010515
345,26,0,3752.9250000000015,1,1.9977999909315258
346,26,0,3757.1750000000015,1,2.0963999850209802
