tick,completed_cumulative,completed_now,total_energy,dead_agents,latency_ms
58,11,0,912.3999999999997,0,2.272500016260892
59,11,0,927.2249999999997,0,2.0152999786660075
60,11,0,942.0499999999997,0,2.4135000130627304
61,12,1,959.1749999999997,0,2.036200021393597
62,12,0,974.9499999999997,0,2.051699993899092
63,13,1,987.7999999999997,0,2.470999985234812
64,13,0,999.3499999999996,0,2.3413999879267067
65,13,0,1021.8499999999997,0,2.0454000041354448
66,14,1,1044.3499999999997,0,1.7573999939486384
67,14,0,1061.7749999999996,0,1.904399978229776
68,14,0,1080.3499999999997,0,1.7425999976694584
69,14,0,1091.5249999999999,0,2.0363999938126653
70,14,0,1110.0999999999997,0,2.0366000244393945
71,14,0,1131.5999999999997,0,2.1367000008467585
72,14,0,1148.1999999999998,0,1.6720000130590051
73,14,0,1164.0249999999999,0,2.02240000362508
74,14,0,1178.6999999999998,0,2.1701999939978123
75,14,0,1193.5249999999999,0,1.6530999855604023
76,14,0,1208.35,0,2.0385000098031014
77,14,0,1223.1750000000002,0,2.054700016742572
78,14,0,1248.3249999999998,0,2.043999993475154
79,14,0,1273.4750000000001,0,1.7389999993611127
80,15,1,1288.3,0,1.959099987288937
81,15,0,1311.525,0,2.2905000078026205
82,16,1,1334.7500000000002,0,2.320999978110194
83,17,1,1348.8,0,1.6999999934341758
84,17,0,1360.5000000000002,0,2.142600016668439
85,17,0,1379.6,0,1.6780000005383044
86,17,0,1401.825,0,2.2490999836008996
87,17,0,1424.0500000000002,0,1.9126000115647912
88,17,0,1447.425,0,1.631999999517575
89,17,0,1456.0000000000002,0,2.1183999779168516
90,17,0,1464.5750000000005,0,2.019600011408329
91,17,0,1473.1500000000003,0,1.9002000044565648
92,17,0,1489.1250000000005,0,1.7736000008881092
93,18,1,1505.1000000000004,0,2.0278999872971326
94,18,0,1513.5250000000003,0,2.1521000016946346
95,18,0,1521.9500000000005,0,2.055699995253235
96,18,0,1537.7750000000005,0,14.000100025441498
97,18,0,1553.6000000000004,0,1.7014000040944666
98,19,1,1562.0250000000008,0,2.014400000916794
99,19,0,1570.4500000000007,0,2.130000008037314
100,19,0,1578.875000000001,0,1.649500016355887
101,19,0,1597.7750000000008,0,1.63870002143085
102,19,0,1616.6750000000009,0,2.035900019109249
103,19,0,1632.650000000001,0,2.0721000037156045
104,20,1,1648.625000000001,0,2.441499993437901
105,21,1,1663.9750000000008,0,2.255900006275624
106,21,0,1676.825000000001,0,1.6431999974884093
107,21,0,1689.6750000000009,0,2.144800004316494
108,23,2,1709.9250000000013,0,2.0355000160634518
109,23,0,1730.500000000001,0,2.0323999924585223
110,23,0,1746.175000000001,0,2.36470001982525
111,23,0,1753.4500000000012,0,2.3270999954547733
112,23,0,1760.8750000000011,0,2.0309000101406127
113,23,0,1775.7000000000014,0,2.0232999813742936
114,23,0,1790.5250000000012,0,1.6499000194016844
115,23,0,1797.9500000000012,0,2.4132999824360013
116,24,1,1806.3750000000014,0,2.030100004049018
117,24,0,1817.5750000000016,0,2.0751999982167035
118,24,0,1836.1750000000015,0,2.154399990104139
119,24,0,1851.8500000000017,0,1.6429999959655106
120,24,0,1860.1250000000016,0,2.4238000041805208
121,24,0,1868.5500000000018,0,2.0176999969407916
122,25,1,1876.975000000002,0,1.8257000192534178
123,25,0,1888.175000000002,0,2.058799989754334
124,25,0,1906.7750000000017,0,1.6423000197391957
125,25,0,1924.3750000000023,0,2.097400021739304
126,25,0,1933.425000000002,0,1.6416000144090503
127,25,0,1939.550000000002,0,2.4151999969035387
128,25,0,1945.8250000000023,0,2.005499991355464
129,25,0,1959.5000000000023,0,2.3102000122889876
130,25,0,1974.1750000000022,0,2.1115000126883388
131,25,0,1981.4500000000025,0,2.017799997702241
132,26,1,1988.7250000000024,0,1.756399986334145
133,26,0,2002.7750000000026,0,1.9415999995544553
134,26,0,2016.9750000000022,0,2.0733000128529966
135,26,0,2024.4000000000024,0,1.9462999771349132
136,26,0,2031.8250000000028,0,2.0259000011719763
137,27,1,2046.6500000000026,0,2.595500001916662
138,27,0,2061.3250000000025,0,1.6410000098403543
139,27,0,2065.675000000003,0,2.0029000006616116
140,27,0,2070.025000000003,0,1.7463999975007027
141,28,1,2074.375000000003,0,1.728600007481873
142,28,0,2078.5750000000025,0,2.101100020809099
143,28,0,2082.775000000003,0,2.008800016483292
144,28,0,2087.1250000000027,0,2.024599991273135
145,28,0,2098.875000000003,0,2.0678999717347324
146,28,0,2110.625000000003,0,2.2926000237930566
147,28,0,2114.975000000003,0,2.177700022002682
148,28,0,2122.250000000003,0,2.014700003201142
149,28,0,2129.5250000000033,0,2.0377000037115067
150,28,0,2141.2750000000033,0,2.3652999952901155
151,28,0,2155.9500000000035,0,1.9277000101283193
152,28,0,2163.225000000003,0,1.9258999964222312
153,28,0,2174.9750000000035,0,2.396800002316013
154,28,0,2189.6500000000033,0,2.0081999828107655
155,28,0,2198.075000000004,0,2.1370000031311065
156,28,0,2206.5000000000036,0,2.159299998311326
157,28,0,2213.7750000000033,0,2.0173999946564436
158,28,0,2221.2000000000035,0,1.7640000151004642
159,28,0,2236.0250000000037,0,2.029499999480322
160,29,1,2250.850000000004,0,2.0423999812919647
161,30,1,2265.5250000000033,0,2.088500012177974
162,30,0,2277.2750000000033,0,1.6620999958831817
163,31,1,2284.550000000004,0,1.737599988700822
164,31,0,2287.900000000004,0,1.7156999965664
165,31,0,2291.2500000000036,0,2.0106000010855496
166,31,0,2294.600000000004,0,1.7253000114578754
167,31,0,2308.275000000004,0,2.067900000838563
168,31,0,2321.9500000000044,0,2.3179999843705446
169,31,0,2335.6250000000036,0,2.282900008140132
170,31,0,2349.300000000004,0,2.21789997885935
171,31,0,2361.050000000004,0,2.24760000128299
172,31,0,2372.800000000004,0,1.7630999791435897
173,31,0,2376.150000000004,0,2.28169999900274
174,31,0,2382.800000000004,0,1.9257999956607819
175,32,1,2390.6000000000045,0,2.0413000020198524
176,32,0,2397.2500000000045,0,2.4311999732162803
177,32,0,2402.7500000000045,0,1.6827000072225928
178,32,0,2420.7500000000045,0,2.0037000067532063
179,32,0,2431.3500000000045,0,2.136199997039512
180,32,0,2434.5500000000043,0,2.01650001690723
181,32,0,2437.7500000000045,0,2.107099979184568
182,32,0,2440.9500000000044,0,2.0198999845888466
183,32,0,2444.3000000000047,0,2.014099998632446
184,32,0,2449.9500000000044,0,2.0567000028677285
185,32,0,2463.0000000000045,0,1.6691999917384237
186,32,0,2474.7500000000045,0,2.0256999996490777
187,32,0,2481.400000000005,0,2.38089999766089
